Collision Sets
170RB_100;170RB_200;4
170RB_100;170RB_300;1,2,3
170RB_100;170RB_400;6
170RB_200;170RB_300;6
170RB_200;170RB_400;1,2
170RB_300;170RB_400;4,5

Interlock Process
170RB_100;1,6,4,-1,2,-4,-2,3,-3,-6;
170RB_200;1,-1,2,6,4,-2,-4,-6;
170RB_300;1,2,3,6,-1,4,-6,5,-2,2,-3,-4,-5,-2;
170RB_400;6,4,5,1,2,-6,-4,-2,-5,-1;
